Name,Member,StabAtk,SlashAtk,CrushAtk,MagicAtk,RangedAtk,StabDef,SlashDef,CrushDef,MagicDef,RangedDef,MeleStr,RangedStr,MagicStr,Prayer,Weigth,Speed
Twisted buckler, Members,-7,-8,-7,-10,18,22,24,22,26,58,0,0,0,0,5.443,0
Twisted iron trophy, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Twisted mithril trophy, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Twisted steel trophy, Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Unholy book, Members,8,8,8,8,8,0,0,0,0,0,0,0,0,5,1,0
V's shield#Equippable, Members,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,2.267,0
V's shield#The_Fremennik_Exiles, Members,0,0,0,-8,-2,27,31,29,-1,29,0,0,0,0,2.267,0
White kiteshield, Members,0,0,0,-8,-2,17,19,18,-1,18,0,0,0,1,5.443,0
White sq shield, Members,0,0,0,-6,-2,15,16,14,0,15,0,0,0,1,3.628,0
Willow shield, Members,0,0,0,0,0,6,7,5,2,6,0,0,0,0,3.175,0
Wooden shield, Free-to-play,0,0,0,0,0,4,5,3,1,4,0,0,0,0,2.267,0
Wooden shield (Weapons rack), Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.814,0
Wooden shield (g), Free-to-play,0,0,0,0,0,4,5,3,1,4,0,0,0,0,2.267,0
Yew shield, Members,0,0,0,0,0,8,9,7,3,8,0,0,0,0,3.175,0
Zamorak d'hide shield, Members,-15,-15,-11,-10,7,21,18,16,15,14,0,0,0,1,8,0
Zamorak kiteshield, Free-to-play,0,0,0,-8,-2,44,48,46,-1,46,0,0,0,1,5.443,0
