Name,Member,StabAtk,SlashAtk,CrushAtk,MagicAtk,RangedAtk,StabDef,SlashDef,CrushDef,MagicDef,RangedDef,MeleStr,RangedStr,MagicStr,Prayer,Weigth,Speed
Shayzien platebody (4),Members,0,0,0,-9,0,28,35,37,-4,25,0,0,0,0,9.979,0
Shayzien platebody (5),Members,0,0,0,-10,0,30,37,40,-4,27,0,0,0,0,9.979,0
Shirt (brown),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
Shirt (lilac),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
Shirt (yellow),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
Silly jester top,Members,0,0,0,0,0,0,0,0,5,-5,0,0,0,0,6.803,0
Skeletal top,Members,0,0,0,8,-10,35,25,42,15,0,0,0,0,0,4.989,0
Skeleton shirt,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.267,0
Slave shirt,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Snakeskin body,Members,0,0,0,-5,12,25,28,32,15,35,0,0,0,0,6.803,0
Snow imp costume body,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Spined body,Members,0,0,0,-15,15,40,32,45,20,40,0,0,0,0,6.803,0
Splitbark body,Members,0,0,0,10,-10,36,26,42,15,0,0,0,0,0,4.535,0
Spookier robe,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
Spooky robe,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0
Steel chainbody,Free-to-play,0,0,0,-15,0,17,25,30,-3,19,0,0,0,0,6.803,0
Steel platebody,Free-to-play,0,0,0,-30,-10,32,31,24,-6,31,0,0,0,0,9.979,0
Steel platebody (g),Free-to-play,0,0,0,-30,-10,32,31,24,-6,31,0,0,0,0,9.979,0
Steel platebody (t),Free-to-play,0,0,0,-30,-10,32,31,24,-6,31,0,0,0,0,9.979,0
Stripy pirate shirt (beige),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stripy pirate shirt (blue),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stripy pirate shirt (brown),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stripy pirate shirt (red),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Studded body,Free-to-play,0,0,0,-4,8,18,25,22,8,25,0,0,0,0,5.443,0
Studded body (g),Free-to-play,0,0,0,-4,8,18,25,22,8,25,0,0,0,0,5.443,0
Studded body (t),Free-to-play,0,0,0,-4,8,18,25,22,8,25,0,0,0,0,5.443,0
Teal robe top,Members,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.907,0
Torag's platebody (broken),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.979,0
Torag's platebody 100,Members,0,0,0,-30,-10,122,120,107,-6,132,0,0,0,0,9.979,0
Torag's platebody 25,Members,0,0,0,-30,-10,122,120,107,-6,132,0,0,0,0,9.979,0
Torag's platebody 50,Members,0,0,0,-30,-10,122,120,107,-6,132,0,0,0,0,9.979,0
Torag's platebody 75,Members,0,0,0,-30,-10,122,120,107,-6,132,0,0,0,0,9.979,0
Torag's platebody Undamaged,Members,0,0,0,-30,-10,122,120,107,-6,132,0,0,0,0,9.979,0
Tree top,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
Tribal top (blue),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tribal top (brown),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tribal top (pink),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tribal top (yellow),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Turquoise robe top,Members,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.907,0
Twisted ancestral robe top,Members,0,0,0,35,-8,42,31,51,28,0,0,0,2,0,2.721,0
Twisted coat (t1),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Twisted coat (t2),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Twisted coat (t3),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Ultimate ironman platebody,Free-to-play,0,0,0,-30,-10,21,20,12,-6,20,0,0,0,0,4.535,0
Varrock armour 1,Members,0,0,0,-30,-10,32,31,24,-6,31,0,0,0,0,1,0
Varrock armour 2,Members,0,0,0,-30,-10,41,40,30,-6,40,0,0,0,0,1,0
Varrock armour 3,Members,0,0,0,-30,-10,46,44,38,-6,44,0,0,0,0,1,0
Varrock armour 4,Members,0,0,0,-30,-10,65,63,55,-6,63,0,0,0,0,1,0
Verac's brassard (broken),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.989,0
Verac's brassard 100,Members,0,0,0,-6,-2,81,95,85,0,81,0,0,0,5,4.989,0
Verac's brassard 25,Members,0,0,0,-6,-2,81,95,85,0,81,0,0,0,5,4.989,0
Verac's brassard 50,Members,0,0,0,-6,-2,81,95,85,0,81,0,0,0,5,4.989,0
Verac's brassard 75,Members,0,0,0,-6,-2,81,95,85,0,81,0,0,0,5,4.989,0
Verac's brassard Undamaged,Members,0,0,0,-6,-2,81,95,85,0,81,0,0,0,5,4.989,0
Void knight top Broken,Members,0,0,0,0,0,45,45,45,45,45,0,0,0,0,6.803,0
Void knight top Locked,Members,0,0,0,0,0,45,45,45,45,45,0,0,0,0,6.803,0
Void knight top Normal,Members,0,0,0,0,0,45,45,45,45,45,0,0,0,0,6.803,0
Vyre noble blazer (grey),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble blazer (purple),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble blazer (red),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble corset (grey),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble corset (purple),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble corset (red),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble dress top (grey),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble dress top (purple),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble dress top (red),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble top,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble vest (grey),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble vest (purple),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyre noble vest (red),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907,0
Vyrewatch top,Members,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.907,0
White apron,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0
White chainbody,Members,0,0,0,-15,0,22,32,39,-3,24,0,0,0,1,6.803,0
White elegant blouse,Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
White platebody,Members,0,0,0,-30,-10,41,40,30,-6,40,0,0,0,1,9.979,0
Wood camo top,Members,0,0,0,0,0,10,15,19,0,12,0,0,0,0,0.226,0
Woven top (blue),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
Woven top (brown),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
Woven top (yellow),Members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
Xerician top,Members,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0.2,0
Yak-hide armour (top),Members,0,0,0,-5,0,25,20,15,-2,25,0,0,0,0,2.721,0
Yellow robe top,Members,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.907,0
Zamorak d'hide body,Members,0,0,0,-15,30,55,47,60,50,55,0,0,0,1,6,0
Zamorak monk top,Free-to-play,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0.907,0
Zamorak platebody,Free-to-play,0,0,0,-30,-10,82,80,72,-6,80,0,0,0,1,9.979,0
Zamorak robe top,Members,0,0,0,4,0,0,0,0,4,0,0,0,0,6,1.8,0
Zombie shirt,Free-to-play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0
